"Daniel Balavoine - Mon Fils Ma Bataille","4"
"Edith Piaf - L'hymne De L'amour","4"
"Jacques Brel - La Valse À Mille Temps","4"
"Jean Ferrat - Nuit Et Brouillard","4"
"Julien Clerc - Ma Préference À Moi","4"
"Marc Lavoine - Les Yeux Revolver","4"
"Michel Delpech - Pour Un Flirt","4"
"Pierre Bachelet - Les Corons","4"
"Renaud - Docteur Renaud, Mister Renard","4"
"Renaud - Mistral Gagnant","4"
