"Ozzy Osbourne - Crazy Train","6"
"Motörhead - Ace Of Spades","6"
"Iron Maiden - The Trooper","6"
"Rammstein - Amerika","6"
"Metallica - Master Of Puppets","6"
"Deep Purple - Smoke On The Water","6"
"System Of A Down - Chop Suey!","6"
"Black Sabbath - Iron Man","6"
"Judas Priest - Breaking The Law","6"
"Alice Cooper - Poison","6"
