"ACDC - Whole Lotta Rosie","2"
"Bob Dylan - Like A Rolling Stone","2"
"Canned Heat - Going Up The Country","2"
"Deep Purple - Black Night","2"
"Jimi Hendrix - Freedom","2"
"Pink Floyd - Comfortably Numb","2"
"Rolling Stones - You Can't Catch Me","2"
"Telephone - Hygiaphone","2"
"The Doors - Roadhouse Blues","2"
"The Who - Won't Get Fooled Again","2"
