"Daniel Balavoine - Mon fils ma bataille","4"
"Edith Piaf - L'hymne de l'amour","4"
"Jacques Brel - La valse à mille temps","4"
"Jean Ferrat - Nuit et brouillard","4"
"Julien Clerc - Ma préference à moi","4"
"Marc Lavoine - Les yeux revolver","4"
"Michel Delpech - Pour un flirt","4"
"Pierre Bachelet - Les corons","4"
"Renaud - Docteur Renaud, Mister Renard","4"
"Renaud - Mistral gagnant","4"
