"a-ha - Take on me","3"
"Alphaville - Forever young","3"
"Europe - The final countdown","3"
"Jermaine Jackson & Pia Zadora - When the rains begins to fall","3"
"Julie Pietri - Eve lève toi","3"
"Opus - Live is Life","3"
"Pink Floyde - Another Brick in the wall","3"
"Queen - Bohemian Rhapsody","3"
"R.E.M. - Losing my religion","3"
"Wham! - Wake me up before you go  go","3"
